account_status,subscription_tier,mrr,auto_renew_enabled,seats_purchased,seats_active,risk_flag,integration_count,api_calls_enabled,sso_enabled,white_label_enabled,internal_notes_count,days_since_creation,days_since_last_activity,days_since_contract_end,num_users,num_active_users,num_deactivated_users,num_admins,num_members,num_viewers,total_logins_30d,avg_logins_30d,total_logins_90d,avg_logins_90d,total_sessions_30d,avg_sessions_30d,total_reports_30d,avg_reports_30d,total_dashboards_created,avg_dashboards_created,total_dashboards_shared,avg_dashboards_shared,total_exports_30d,avg_exports_30d,avg_feature_usage_score,min_feature_usage_score,max_feature_usage_score,avg_session_duration_minutes,num_api_key_active,num_mobile_users,num_onboarding_completed,num_certification_earned,num_beta_features_enabled,n_distinct_browsers,n_distinct_os,n_distinct_languages,num_chrome,num_edge,num_firefox,num_safari,num_android,num_ios,num_linux,num_macos,num_windows,num_lang_de,num_lang_en,num_lang_es,num_lang_fr,total_notification_pref,avg_notification_pref,tz_nunique,tz_std,avg_profile_completeness_pct,days_since_latest_login,days_since_earliest_login,days_since_latest_user_creation,days_since_earliest_user_creation,num_tickets,num_ticket_creators,num_distinct_agents,max_priority,min_priority,avg_priority,max_sentiment,min_sentiment,avg_sentiment,num_billing,num_bug,num_cancellation,num_feature_request,num_technical,rate_billing,rate_bug,rate_cancellation,rate_feature_request,rate_technical,max_resolution_hours,avg_resolution_hours,total_resolution_hours,num_csat_responses,csat_response_rate,num_low_csat,num_high_csat,total_escalated,rate_escalated,total_sla_breach,total_cancellation_requested,rate_cancellation_requested,total_retention_offer_made,total_account_pause_requested,total_downgrade_requested,total_reopened,max_reopened,num_cancellation_reasons,num_competitor_mentions,num_chat,num_email,num_phone,num_self_service,rate_chat,rate_email,rate_phone,rate_self_service,total_interactions,avg_interactions,num_internal_cat_a,num_internal_cat_b,num_internal_cat_c,total_kb_articles,avg_kb_articles,days_since_latest_ticket_creation,days_since_earliest_ticket_creation,days_since_latest_resolution,days_since_earliest_resolution,n_tickets_30d,n_tickets_90d,health_score_band,region_APAC,region_EU,region_LATAM,region_NA,billing_cycle_annual,billing_cycle_monthly,billing_cycle_quarterly,payment_method_credit_card,payment_method_invoice,payment_method_paypal,provisioning_method_partner,provisioning_method_sales_led,provisioning_method_self_serve
0,2,46.53545315587888,0,5,4,0,4,0,0,0,2,341,7,-24,3,3,0,1,2,0,48,16.0,139,46.333333333333336,38,12.666666666666666,20,6.666666666666667,11,3.6666666666666665,1,0.3333333333333333,18,6.0,44.69329412629659,34.49981321344749,57.83656153592695,23.65296151302377,1,1,3,0,2,3,3,2,1,1,1,0,1,0,1,1,0,2,1,0,0,3,1.0,3,7.211102550927978,59.05992614837959,4,39,263,307,5.0,5.0,5.0,1.0,0.0,0.8,2.0,1.0,1.2,1.0,2.0,0.0,0.0,2.0,0.2,0.4,0.0,0.0,0.4,34.16707745539892,27.5172612430443,137.5863062152215,1.0,0.2,0.0,1.0,3.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.2,0.2,0.6,11.0,2.2,3.0,1.0,1.0,14.0,2.8,40.0,306.0,39.0,304.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1,4,960.86028212835,1,114,59,1,1,0,1,0,3,514,8,149,2,2,0,1,1,0,11,5.5,35,17.5,6,3.0,4,2.0,3,1.5,0,0.0,9,4.5,21.449609228943984,16.489837616971627,26.40938084091634,15.287301037164113,1,0,2,0,0,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,2,1,0.5,2,4.242640687119285,59.3502334303235,19,20,479,504,5.0,5.0,5.0,3.0,2.0,2.2,2.0,0.0,0.4,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.6,0.2,0.2,57.7702597246667,37.82190308795619,189.10951543978095,2.0,0.4,1.0,1.0,5.0,1.0,5.0,3.0,0.6,2.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.2,0.2,0.6,23.0,4.6,0.0,2.0,3.0,7.0,1.4,69.0,313.0,67.0,311.0,0.0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,4,965.361738343074,1,143,68,0,5,1,0,0,2,774,11,44,1,1,0,1,0,0,2,2.0,5,5.0,1,1.0,12,12.0,6,6.0,2,2.0,4,4.0,56.27429318266187,56.27429318266187,56.27429318266187,45.90834593719398,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2.0,1,0.0,93.36332489979428,27,27,746,746,6.0,6.0,6.0,3.0,2.0,2.3333333333333335,2.0,1.0,1.6666666666666667,0.0,2.0,0.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,47.80892200919523,33.92581294399545,203.55487766397272,3.0,0.5,1.0,2.0,1.0,0.16666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,37.0,6.166666666666667,0.0,1.0,5.0,8.0,1.3333333333333333,224.0,682.0,222.0,680.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,2,46.93513410256546,1,2,1,1,0,1,0,0,0,200,80,-530,1,1,0,1,0,0,5,5.0,15,15.0,3,3.0,1,1.0,2,2.0,0,0.0,3,3.0,3.3713067458146138,3.3713067458146138,3.3713067458146138,16.47575168249029,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2.0,1,0.0,88.36725586421434,37,37,197,197,10.0,10.0,7.0,3.0,2.0,2.4,2.0,0.0,1.2,1.0,2.0,1.0,4.0,2.0,0.1,0.2,0.1,0.4,0.2,42.09431542919522,35.25109843628606,352.51098436286054,4.0,0.4,2.0,2.0,7.0,0.7,10.0,1.0,0.1,1.0,4.0,3.0,11.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,0.3,0.3,0.3,0.1,68.0,6.8,3.0,4.0,3.0,23.0,2.3,23.0,195.0,21.0,193.0,1.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,1,0.0,1,9,2,0,2,0,0,0,0,478,9,-252,7,7,0,1,3,3,135,19.285714285714285,377,53.857142857142854,133,19.0,53,7.571428571428571,24,3.4285714285714284,3,0.42857142857142855,39,5.571428571428571,64.28669475903854,37.36576242558093,78.92152085001942,37.923369891150124,3,1,7,1,1,4,4,3,1,2,2,2,1,0,3,1,2,3,3,1,0,6,0.8571428571428571,6,8.121107126025425,66.44957661135469,3,18,398,475,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.839364854419578,13.839364854419578,13.839364854419578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,338.0,338.0,337.0,337.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,2,46.72713350650074,1,5,4,0,2,1,0,0,2,14,24,-351,2,2,0,1,1,0,18,9.0,53,26.5,16,8.0,12,6.0,5,2.5,1,0.5,8,4.0,45.40263368751146,37.44242865705774,53.36283871796518,22.294116817524575,1,1,2,0,0,2,1,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0.0,2,7.0710678118654755,67.63784746376888,11,19,0,9,3.0,3.0,3.0,2.0,1.0,1.3333333333333333,3.0,2.0,2.6666666666666665,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,23.145943494474736,13.958807431610024,41.87642229483007,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.6666666666666666,12.0,4.0,1.0,1.0,1.0,5.0,1.6666666666666667,5.0,14.0,4.0,13.0,3.0,3.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,2,45.23309217814025,1,2,1,0,4,1,0,0,0,1081,19,716,5,5,0,1,3,1,89,17.8,264,52.8,89,17.8,32,6.4,27,5.4,8,1.6,28,5.6,63.001640882617096,43.634215850209934,76.11358248099715,32.55124760135784,1,2,5,2,1,3,3,2,1,3,1,0,0,3,1,0,1,0,4,0,1,1,0.2,4,4.711687595755898,68.3215797680123,4,12,1046,1071,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.278649747603616,14.81527865564309,29.63055731128618,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,9.0,4.5,1.0,0.0,1.0,7.0,3.5,749.0,1034.0,748.0,1033.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0,2,58.55543242641431,1,4,2,0,2,1,0,0,2,484,18,119,2,2,0,1,0,1,6,3.0,19,9.5,3,1.5,16,8.0,6,3.0,1,0.5,13,6.5,70.74238551782342,69.40531416517813,72.07945687046872,42.27025737018918,1,0,2,0,0,2,2,2,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0.5,2,7.7781745930520225,72.3964352177159,25,41,427,479,13.0,13.0,11.0,3.0,2.0,2.1538461538461537,2.0,1.0,1.6153846153846154,1.0,1.0,0.0,6.0,5.0,0.07692307692307693,0.07692307692307693,0.0,0.46153846153846156,0.38461538461538464,43.1675160167091,30.19652025358471,392.5547632966012,2.0,0.15384615384615385,0.0,2.0,5.0,0.38461538461538464,13.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,3.0,4.0,3.0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.23076923076923078,79.0,6.076923076923077,5.0,1.0,7.0,28.0,2.1538461538461537,6.0,394.0,4.0,392.0,1.0,2.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1,3,164.87025473221755,1,12,4,1,0,0,0,0,3,885,22,-11,3,3,0,1,2,0,20,6.666666666666667,56,18.666666666666668,14,4.666666666666667,9,3.0,7,2.3333333333333335,0,0.0,8,2.6666666666666665,25.642058432951178,15.09911931478027,31.87998579020216,13.938117212331955,0,1,2,1,0,3,3,2,0,1,1,1,1,0,1,0,1,1,0,2,0,2,0.6666666666666666,3,7.637626158259733,74.98734149870661,3,20,797,817,13.0,13.0,10.0,3.0,2.0,2.1538461538461537,2.0,0.0,0.6153846153846154,2.0,2.0,4.0,3.0,2.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.15384615384615385,49.07991783157499,37.64654430371632,489.4050759483122,4.0,0.3076923076923077,3.0,1.0,9.0,0.6923076923076923,13.0,4.0,0.3076923076923077,2.0,5.0,6.0,11.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.3076923076923077,93.0,7.153846153846154,4.0,1.0,8.0,37.0,2.8461538461538463,5.0,878.0,3.0,876.0,1.0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,2,56.545991787023894,0,8,1,0,1,0,0,0,0,822,75,92,1,1,0,1,0,0,0,0.0,0,0.0,0,0.0,6,6.0,4,4.0,0,0.0,3,3.0,8.943728588296596,8.943728588296596,8.943728588296596,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0.0,46.86704286960906,70,70,818,818,4.0,4.0,4.0,2.0,0.0,0.75,3.0,2.0,2.25,0.0,1.0,0.0,1.0,2.0,0.0,0.25,0.0,0.25,0.5,26.42115619234514,17.36947774432934,69.47791097731736,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.5,0.25,0.25,0.0,22.0,5.5,1.0,2.0,1.0,6.0,1.5,87.0,631.0,85.0,630.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,3,238.2008085501166,1,19,9,0,7,0,0,0,2,556,23,-174,3,3,0,1,1,1,14,4.666666666666667,40,13.333333333333334,13,4.333333333333333,34,11.333333333333334,13,4.333333333333333,4,1.3333333333333333,19,6.333333333333333,80.78639069830386,55.780560614406845,110.76464100690082,37.6806374588787,1,2,3,0,0,2,3,3,2,1,0,0,1,1,0,1,0,1,1,0,1,3,1.0,2,13.856406460551018,75.60106304918524,19,37,512,538,4.0,4.0,3.0,2.0,0.0,1.25,2.0,1.0,1.5,1.0,1.0,0.0,1.0,1.0,0.25,0.25,0.0,0.25,0.25,35.663972133962275,23.785711085582413,95.14284434232965,2.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,28.0,7.0,2.0,0.0,2.0,5.0,1.25,34.0,377.0,33.0,376.0,0.0,2.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0,3,169.10840968066566,1,22,14,0,2,0,0,0,5,861,6,496,2,2,0,1,1,0,25,12.5,85,42.5,23,11.5,19,9.5,7,3.5,1,0.5,14,7.0,61.92941334252746,50.22840026144259,73.63042642361233,11.493084099564225,0,0,2,1,0,2,1,2,1,0,1,0,2,0,0,0,0,0,1,0,1,4,2.0,2,0.7071067811865476,66.09628507515998,8,14,802,806,7.0,7.0,6.0,2.0,0.0,0.7142857142857143,3.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.0,26.827841649850782,16.923066288428977,118.46146401900283,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,36.0,5.142857142857143,3.0,1.0,3.0,8.0,1.1428571428571428,5.0,663.0,4.0,662.0,1.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,2,57.46973934982664,1,1,1,0,5,0,1,0,1,878,23,513,1,1,0,1,0,0,4,4.0,12,12.0,3,3.0,7,7.0,6,6.0,2,2.0,11,11.0,95.008825863341,95.008825863341,95.008825863341,38.0201231274211,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1,0.0,90.3542053657651,38,38,838,838,4.0,4.0,4.0,2.0,0.0,1.0,3.0,2.0,2.25,1.0,0.0,0.0,2.0,1.0,0.25,0.0,0.0,0.5,0.25,25.05680318034501,18.971201124294453,75.88480449717781,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.5,0.25,0.25,0.0,16.0,4.0,0.0,1.0,3.0,8.0,2.0,327.0,534.0,326.0,533.0,0.0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
0,2,42.382302711955255,0,5,2,0,5,1,0,0,2,779,8,49,2,2,0,1,1,0,29,14.5,85,42.5,24,12.0,12,6.0,11,5.5,4,2.0,14,7.0,66.03720514228519,61.79797340011449,70.27643688445589,36.95886367747128,0,2,2,0,0,2,2,1,0,0,1,1,1,0,0,0,1,0,2,0,0,2,1.0,2,9.899494936611665,78.68577579100929,2,2,700,706,6.0,6.0,6.0,3.0,2.0,2.1666666666666665,2.0,1.0,1.5,2.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,39.6783819128319,35.952014722641735,215.7120883358504,2.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,23.0,3.8333333333333335,1.0,4.0,1.0,20.0,3.3333333333333335,88.0,688.0,86.0,686.0,0.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,2,54.15383677297414,0,5,2,0,2,0,1,0,3,540,26,-190,2,2,0,1,0,1,24,12.0,68,34.0,24,12.0,15,7.5,4,2.0,1,0.5,16,8.0,76.19875658340342,63.06898360723436,89.32852955957249,40.75250973644134,1,1,2,0,1,2,1,1,0,1,0,1,0,0,0,2,0,0,2,0,0,1,0.5,2,8.48528137423857,64.16762539147938,18,21,520,525,10.0,10.0,9.0,3.0,2.0,2.5,2.0,1.0,1.6,4.0,2.0,0.0,1.0,3.0,0.4,0.2,0.0,0.1,0.3,40.29559458502414,31.82081979805219,318.2081979805219,0.0,0.0,0.0,0.0,7.0,0.7,10.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,0.3,0.1,0.3,0.3,45.0,4.5,5.0,1.0,4.0,28.0,2.8,148.0,523.0,146.0,521.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,2,57.95909878166814,1,4,1,0,5,1,1,0,4,520,23,155,1,1,0,1,0,0,4,4.0,12,12.0,2,2.0,4,4.0,2,2.0,0,0.0,3,3.0,29.41923279366128,29.41923279366128,29.41923279366128,27.61949018493577,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0.0,65.71013311429944,38,38,480,480,4.0,4.0,4.0,2.0,0.0,0.75,2.0,1.0,1.75,1.0,1.0,0.0,1.0,1.0,0.25,0.25,0.0,0.25,0.25,25.50710626615294,23.34399980858419,93.37599923433676,1.0,0.25,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.25,0.5,0.25,20.0,5.0,1.0,1.0,2.0,13.0,3.25,87.0,476.0,86.0,474.0,0.0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,2,54.31689942402009,1,9,3,0,4,1,0,0,3,666,15,301,1,1,0,1,0,0,11,11.0,32,32.0,6,6.0,8,8.0,5,5.0,2,2.0,10,10.0,100.27863182003972,100.27863182003972,100.27863182003972,45.5251401462561,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2.0,1,0.0,65.9017370024018,2,2,622,622,9.0,9.0,9.0,2.0,0.0,1.0,2.0,1.0,1.5555555555555556,4.0,1.0,0.0,4.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.0,55.17257246452022,34.74212543743217,312.6791289368895,1.0,0.1111111111111111,1.0,0.0,2.0,0.2222222222222222,8.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,1.0,2.0,4.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,29.0,3.2222222222222223,0.0,4.0,5.0,32.0,3.5555555555555554,19.0,648.0,17.0,646.0,1.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,1,0.0,1,3,1,0,2,1,0,0,0,395,30,30,2,1,1,1,0,1,1,0.5,2,1.0,1,0.5,4,2.0,7,3.5,0,0.0,5,2.5,11.827512505758882,8.54106476718213,15.113960244335637,9.056976486948065,1,1,0,0,0,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,2,3,1.5,2,3.5355339059327378,49.50713949543396,15,87,358,368,3.0,3.0,3.0,3.0,2.0,2.3333333333333335,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,32.10996914586559,30.001333997738868,90.0040019932166,2.0,0.6666666666666666,2.0,0.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,20.0,6.666666666666667,2.0,1.0,0.0,8.0,2.6666666666666665,57.0,335.0,55.0,333.0,0.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1,3,186.9468635511758,0,7,4,1,1,0,0,0,1,681,83,316,1,1,0,1,0,0,0,0.0,0,0.0,0,0.0,5,5.0,1,1.0,0,0.0,3,3.0,23.435110867589,23.435110867589,23.435110867589,0.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1.0,1,0.0,86.78389886897565,177,177,676,676,7.0,7.0,7.0,3.0,2.0,2.2857142857142856,2.0,0.0,0.8571428571428571,0.0,2.0,3.0,1.0,1.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,36.81397087504173,33.44155445461846,234.0908811823292,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,7.0,3.0,0.42857142857142855,3.0,2.0,2.0,13.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,39.0,5.571428571428571,2.0,4.0,1.0,18.0,2.5714285714285716,62.0,638.0,60.0,636.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,2,53.098917922206134,1,4,2,0,2,1,0,0,3,557,12,-173,5,5,0,1,3,1,83,16.6,255,51.0,86,17.2,36,7.2,17,3.4,3,0.6,24,4.8,58.31986595736212,46.41140726520845,70.46862871175009,23.03437700673073,1,3,5,0,1,2,5,3,0,0,3,2,1,1,1,1,1,1,0,2,2,4,0.8,5,9.555103348473002,64.08559634046755,8,20,473,553,6.0,6.0,6.0,2.0,0.0,1.1666666666666667,2.0,1.0,1.5,1.0,3.0,0.0,0.0,2.0,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,38.07060520872314,26.112418486245307,156.67451091747185,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,39.0,6.5,2.0,0.0,4.0,11.0,1.8333333333333333,62.0,520.0,60.0,518.0,0.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
0,4,1052.9379060679703,1,169,149,0,1,0,0,0,2,62,19,-668,2,2,0,1,1,0,5,2.5,14,7.0,4,2.0,11,5.5,6,3.0,1,0.5,12,6.0,52.30146349115738,42.94101273402704,61.661914248287715,29.74153060573014,0,0,2,0,1,1,1,1,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0.0,2,2.8284271247461903,62.71875671780813,41,139,-15,-7,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,17.443342788007694,16.143848524503134,32.28769704900627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,16.0,8.0,1.0,1.0,0.0,4.0,2.0,16.0,26.0,15.0,25.0,2.0,2.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,2,46.416338602084856,1,3,1,0,2,0,1,0,1,97,16,-633,4,4,0,1,2,1,41,10.25,125,31.25,31,7.75,20,5.0,19,4.75,5,1.25,37,9.25,79.59191278044264,59.50784240666693,109.11402416027664,40.08466462525435,0,1,4,1,1,3,3,2,1,2,1,0,0,2,1,1,0,2,2,0,0,4,1.0,4,2.217355782608345,73.77344336363971,3,14,9,77,6.0,6.0,6.0,2.0,0.0,0.3333333333333333,2.0,1.0,1.6666666666666667,1.0,2.0,0.0,2.0,1.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,27.30282152809722,23.59690250268004,141.58141501608026,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.16666666666666666,0.3333333333333333,0.5,30.0,5.0,1.0,3.0,2.0,17.0,2.8333333333333335,2.0,69.0,0.0,68.0,3.0,6.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,3,163.7932875500034,0,22,10,0,5,0,0,0,1,583,18,-147,1,1,0,1,0,0,16,16.0,42,42.0,13,13.0,6,6.0,3,3.0,0,0.0,2,2.0,71.07356611070696,71.07356611070696,71.07356611070696,33.26196855100871,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1,0.0,44.84895220777591,21,21,571,571,3.0,3.0,3.0,2.0,1.0,1.3333333333333333,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,29.113427142514546,25.800709681515176,77.40212904454553,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,20.0,6.666666666666667,0.0,0.0,3.0,1.0,0.3333333333333333,326.0,522.0,324.0,520.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,3,189.8725193392552,1,49,28,0,2,0,0,0,2,993,9,628,2,2,0,1,0,1,48,24.0,153,76.5,42,21.0,7,3.5,2,1.0,0,0.0,4,2.0,54.2365460408489,53.72794864963203,54.74514343206577,33.43173063375899,0,1,2,0,0,2,2,2,1,0,1,0,0,0,1,0,1,0,1,1,0,3,1.5,2,2.8284271247461903,63.53736843440022,13,16,924,945,4.0,4.0,4.0,3.0,2.0,2.5,2.0,1.0,1.75,0.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,0.5,0.25,40.96443818688608,32.90692506753547,131.62770027014187,2.0,0.5,0.0,2.0,1.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.25,0.5,0.0,0.25,29.0,7.25,2.0,1.0,1.0,11.0,2.75,183.0,682.0,181.0,680.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
0,2,47.51119062318667,1,7,5,0,4,0,0,0,2,908,19,543,4,4,0,1,1,2,49,12.25,143,35.75,39,9.75,32,8.0,18,4.5,5,1.25,25,6.25,92.74568812587427,77.38722460349243,105.86997379021749,35.29262028189454,1,0,4,0,0,3,3,3,1,0,1,2,0,1,1,2,0,1,1,2,0,5,1.25,3,8.812869377601524,72.7846764696501,11,22,881,906,6.0,6.0,6.0,2.0,0.0,1.3333333333333333,2.0,1.0,1.8333333333333333,2.0,0.0,0.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,61.06396580469042,28.702438600856055,172.21463160513633,3.0,0.5,2.0,1.0,4.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,31.0,5.166666666666667,4.0,1.0,1.0,13.0,2.1666666666666665,12.0,865.0,11.0,862.0,1.0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
